synset_id,pos,definition,wiki,example_count,examples_joined,literal_count
TUR10-0239110,n,"Soğan, maydanoz ve baharat karışımının içi boşaltılmış somun ekmeğe doldurulup pişirilmesi yoluyla hazırlanan bir yemek türü",https://tr.wikipedia.org/wiki/Ekmek_dolması,0,,1
TUR10-0239120,n,Bir ailede geçimin sağlanmasına katılmayan tüketici durumdaki kişiler,,0,,1
TUR10-0239130,n,"Yuvarlak küçük pide biçiminde yapılıp kurutulduktan sonra yumurtaya bulanıp yağda kızartılan bir tür kadayıfa, ateş üzerinde koyu şeker şerbeti içirilerek hazırlanan tatlı",https://tr.wikipedia.org/wiki/Ekmek_kadayıfı,0,,2
TUR10-0239140,n,Geçim sağlayan iş yeri,,1,"Banka tıkır tıkır işlemekte, üstelik kasabanın yeni yetmelerine ekmek kapısı olmaktadır.",1
TUR10-0239150,n,Geçim sağlamak için çalışıp uğraşma,,0,,1
TUR10-0239160,n,Geçim sağlama çabası,,0,,1
TUR10-0239180,n,"Ekmek, peynir vb. besinler üzerinde doğal olarak gelişen asklı mantar",,0,,1
TUR10-0239190,n,İçine ekmek konulan kap,,0,,1
TUR10-0239200,n,Oyunda her zaman yenilerek kendisinden para kazanılan kimse,,0,,1
TUR10-0239210,a,Ekmek yapmaya yarayan veya ayrılan,,1,Un da beş altı ekmeklik.,1
TUR10-0239220,n,Ekmek yapımında hamurun mayalanmasını sağlayan madde,,0,,1
TUR10-0239230,n,Geçimi sağlayan para veya kazanç,,1,Heriflere yalnız ekmek parası değil gönüllerine göre de iş bulacaksın.,1
TUR10-0239240,a,"Ekmeği andıran, ekmeğe benzeyen, ekmek gibi",,0,,1
TUR10-0239250,a,Ekmeği olmayan,,0,,1
TUR10-0239260,a,Yiyeceği olmayan,,0,,1
TUR10-0239270,b,Ekmek olmadan,,1,Börek ekmeksiz yenir,1
TUR10-0239280,n,Ekmeklik hamurun fırına sürülmek üzere hazırlandığı ve üzerine konulduğu uzun tahta,,0,,1
TUR10-0239290,n,Ekmekten yapılan bir tür tatlı,,0,,1
TUR10-0239300,n,Ekmek kesilirken veya bölünürken sonra dökülen parçacıklar,,0,,2
TUR10-0239330,n,Başka birinin kullandığı söz veya cümleleri anlamsız olarak yankı gibi tekrarlama,https://tr.wikipedia.org/wiki/Ekolali,0,,3
TUR10-0239340,n,Canlıların hem kendi aralarındaki hem de çevreleriyle olan ilişkilerini tek tek veya birlikte inceleyen bilim dalı ile uğraşan kimse,,0,,2
TUR10-0239350,n,Canlıların hem kendi aralarındaki hem de çevreleriyle olan ilişkilerini tek tek veya birlikte inceleyen bilim dalı,https://tr.wikipedia.org/wiki/Ekoloji,1,"Ekoloji o günden bugüne karşı karşıya kaldığı tehlikenin büyümesi ile orantılı bir boyutta gelişti, bir bilim hâlini aldı.",2
TUR10-0239360,a,Ekolojiyle ilgili olan,,0,,1
TUR10-0239370,n,"Canlılar arasındaki bağlantıların, ilişkilerin kurulduğu yer, çevre",,0,,1
TUR10-0239380,n,Ekolojizmi savunan kimse,,1,Altı yıldır ekolojist akımın her faaliyeti ile ilgileniyorum.,1
TUR10-0239400,n,Olgulara bütünsel olarak ve doğa merkezli bakış açısıyla yaklaşan bir düşünce akımı,,0,,1
TUR10-0239410,n,Ekonomik olayların açıklanmasında çok sayıda değişkeni göz önüne alarak ve karşılıklı bağıntılar kurarak teorik çalışmaların deneylerle doğrulanmasını sağlayan matematiksel yöntem,https://tr.wikipedia.org/wiki/Ekonometri,0,,1
TUR10-0239420,n,"İnsanların yaşayabilmek için üretme, ürettiklerini bölüşme biçimlerinin ve bu faaliyetlerden doğan ilişkilerin bütünü",https://tr.wikipedia.org/wiki/Ekonomi,1,"Almanya akılalmaz bir çabuklukla yeniden kalkındı, ekonomisini çelikleştirdi, parasını altın yaptı.",2
TUR10-0239440,n,"Para veya herhangi bir şeyi dikkatli kullanma, idareli tüketme",,1,Bir şeyi idare ile kullanmak,5
TUR10-0239460,a,"Az masraflı, kazançlı, bütçeye uygun",,1,Ekonomik bir yaşayış|Tatil için hesaplı bir otel bulunca bütçemizi aşmadan keyifli bir hafta geçirdik.,2
TUR10-0239470,a,Kolay kullanılabilen,,1,Matematik dili ayrıca en ekonomik dildir.,1
TUR10-0239480,n,Cezalandırmak amacıyla bir ülkeye ekonomik alanda yaptırım uygulama,https://tr.wikipedia.org/wiki/Ekonomik_yaptırımlar,0,,1
TUR10-0239490,n,İnsan toplumlarında maddi refahın dağıtımını ve insanlar arasındaki ekonomik ilişkilerin gelişimini konu alan bilim dalı,,0,,1
TUR10-0239500,n,"İnsanların yaşayabilmek için üretme, ürettiklerini bölüşme biçimlerinin ve bu faaliyetlerden doğan ilişkilerin bütününü inceleyen bilimin uzmanı",https://tr.wikipedia.org/wiki/Ekonomist,0,,2
TUR10-0239510,n,Her şeyin ekonomik sebeplerle belirlendiği ve işçi sınıfı mücadelesinin yalnızca ekonomik bir mücadele olduğunu ileri süren düşünce akımı,https://tr.wikipedia.org/wiki/Ekonomik_belirlenimcilik,0,,1
TUR10-0239530,a,Çeşitli renk ve büyüklükteki karelerden oluşan desen veya kumaş,,0,,1
TUR10-0239540,n,Camilerde yarım kubbelerin iki veya üç yanında küçük yarım kubbelerle yapılan oylum eklemleri,,0,,2
TUR10-0239550,n,Aylık ücretlere ek olarak verilen prim veya ikramiye,,0,,1
TUR10-0239570,n,Sigorta bedelinin yükseltilmesi durumunda önceden hazırlanmış bir poliçeye ek olarak düzenlenen belge,,0,,2
TUR10-0239580,n,"Üzerine bir cismin ışık yoluyla görüntüsü düşürülen, saydam olmayan düz yüzey; görüntülük",,1,Sinem perdesi.,1
TUR10-0239600,n,Televizyon camı; görüntülük,,0,,1
TUR10-0239610,n,Bilgisayarda monitörün uzun süre kullanılmadan açık kalması durumunda devreye giren ve monitörün ömrünün azalmasını engelleyen yazılım,https://tr.wikipedia.org/wiki/Ekran_koruyucusu,0,,1
TUR10-0239630,a,Alışılagelmiş töre ve davranışlara aykırı olan,,1,Romantik olmaktan ziyade eksantrik hâlleri beni harap etmeye başladı.,3
TUR10-0239640,n,Makine parçalarının çalışmasını yöneten bir tür yuvarlak mil,https://tr.wikipedia.org/wiki/Kam_mili,0,,1
TUR10-0239650,n,"Bakanlık ve elçilikten başlayarak cumhurbaşkanlığına kadar yükselen, yüksek makam sahibi yabancılara verilen şeref unvanı",https://tr.wikipedia.org/wiki/Ekselans,0,,1
TUR10-0239660,n,Bu unvanı taşıyan kimse,,0,,1
TUR10-0239680,n,Üzerinde bir pozitif yön varsayılan sonsuz doğru,,0,,1
TUR10-0239690,n,Araba dingili,,0,,1
TUR10-0239710,n,"Bir topluluğu, bir paktı kurucu veya yönlendirici ülke",,0,,1
TUR10-0239770,b,Çoğunluğa dayanılarak,,1,Karar çoğunlukla alındı.,2
TUR10-0239800,n,Çöllerde veya deniz kıyılarında rüzgârların yığdığı kum tepesi,https://tr.wikipedia.org/wiki/Kumul,0,,2
TUR10-0239820,a,"Bir bölümü olmayan, noksan",,1,"Bu kitap eksik, baş tarafı yok.",2
TUR10-0239840,a,Az,,1,Düşük faiz,2
TUR10-0239850,n,İhtiyaç duyulan şey,,1,"Aynı zamanda, eski dönem edebiyatımızın sohbet ve mülakat türlerinde boşluk olan eksiğini tamamlıyordu.",1
TUR10-0239860,b,Biraz eksik veya fazla olarak,,0,,1
TUR10-0239880,n,Ufak tefek gereksinimler,,0,,1
TUR10-0239890,n,Eksiklenmek işi veya durumu,,1,"Hakkı'nın eksiklenmesini alçak gönüllülüğüne, sessizliğini kibarlığına verdiler.",1
TUR10-0239900,v,Eksiklik duymak,,0,,1
TUR10-0239910,a,Bir şeye gereksinim duyan,,1,Bunu işitmeye ne kadar muhtaçmış!,2
TUR10-0239950,b,Tam olarak,,0,,4
TUR10-0239970,n,"Eksiği olmama, tam olma durumu",,0,,1
TUR10-0239980,n,Çıkarma işlemindeki ilk sayı,,0,,1
TUR10-0240010,v,Eskisinden az bir duruma gelmek,,1,"Doktorun eksilmeyen güleçliğini, cana yakınlığını maske sanıyor.|Artık yaşanılır olmaktan çıktı İstanbul. Yaşanılır gibi değil. Daha doğrusu, İstanbul, İstanbul olmaktan çıktı.|Çevresi daraldıkça görüşü de daralıyor.|Paralar suyunu çekti.",7
TUR10-0240020,v,"Bulunmamak, var olmamak, rastlanmamak",,1,Bu dağdan kar eksilmez.,1
TUR10-0240060,n,Bir işin kimin tarafından daha ucuz yapılacağının anlaşılması için istekliler arasında açılan fiyat kırma işi,,1,Bir işi eksiltmeye koymak,2
TUR10-0240070,v,"Eksik duruma getirmek, sayısını azaltmak",,1,"Masrafı kısmak|Yeni düzenleme, masrafları kısmayı ve bütçeyi dengelemeyi hedefliyordu.",2
TUR10-0240090,n,Sıfırdan küçük sayı,https://tr.wikipedia.org/wiki/Negatif_sayı,0,,2
TUR10-0240110,n,"Elektrikle yapılan temizleme, parlatma vb. işlemlerde yer alan eksi yüklü elektrot",,0,,1
TUR10-0240120,a,Eki olmayan,,0,,1
TUR10-0240140,n,Çözümlenmesi özel veya bilimsel bilgiye dayanan konularda oyuna veya düşüncesine başvurulan kimse,https://tr.wikipedia.org/wiki/Bilirkişi,1,Babam hem iyi bir tütün eksperi hem de bir tütün tiryakisiydi.,4
TUR10-0240170,n,"Konu hakkında bilgi birikimi ve deneyimi olan eksperlerce yapılan inceleme, gözden geçirme",,1,"Bu eski yapının keşfi, arkeologlar için büyük bir heyecan kaynağıydı.",3
TUR10-0240180,n,Eksperler tarafından yapılan inceleme sonunda hazırlanan rapor,,0,,1
TUR10-0240190,n,Bir yere sunulan bildiri özeti,,0,,1
TUR10-0240200,n,"Bir yerin, bir ülkenin veya çeşitli ülkelerin kendine özgü tarım, sanayi vb. ürünlerini tanıtmak için bunların uygun bir biçimde gösterildiği yer",,1,"Uluslararası otomobil sergisi|Dünya Fuarı’ndaki sergi, modern teknolojinin geldiği noktayı gösteriyordu.",3
TUR10-0240210,n,"Yalnız belirli duraklarda duran, büyük iskelelere uğrayan tren, otobüs veya gemi",,1,Paris'e ekspres sabah altı buçukta hareket ediyordu.,1
TUR10-0240220,a,Özel ulak posta,,1,Ekspres mektup,1
TUR10-0240230,a,"İvedilikle, çabuk yapılan",,1,Ekspres temizleme.,1
TUR10-0240240,n,"Taşıtların hızlarını kesmeden gidebileceği genişlikte, gidiş ve geliş yönleri bölünmüş yol",,0,,1
TUR10-0240250,n,"Olayların, varlıkların gerçekten olduğu gibi değil de sanatçının iç dünyasına göre anlatılması anlayışına dayanan sanat akımına bağlı olan sanatçı",,0,,4
TUR10-0240260,n,"Olayların, varlıkların gerçekten olduğu gibi değil de sanatçının iç dünyasına göre anlatılması anlayışına dayanan sanat akımı",https://tr.wikipedia.org/wiki/Dışavurumculuk,0,,5
TUR10-0240270,n,Devam zorunluluğu olmayan yükseköğretim kurumlarında okuyan öğrenci,,0,,1
TUR10-0240280,a,"En iyi, üstün nitelikli tür",,0,,1
TUR10-0240290,b,"Fazladan, alışılan ve gerekenden başka; ek olarak",,1,Ekstra yatak ücreti almadılar.,1
TUR10-0240300,n,"Giysilerin etek, kol, yaka parçalarına, perdelerin ucuna geçirilen seyrek dokunmuş keten şerit",,0,,1
TUR10-0240310,n,Kalp ve damarlarda normal iki kasılma arasında oluşan fazladan kasılma,,0,,1
TUR10-0240320,n,Hesap özeti veya dökümü,,0,,1
TUR10-0240330,n,Bir şeyin en kuvvetli veya kıvamlı bölümü,,1,Kara ciğer özü,5
TUR10-0240340,a,Aşırı,,1,"Şiddetli geçimsizlik.|Havanın şiddetli soğukluğu, dışarıda uzun süre kalmayı neredeyse imkansız hale getirdi.",2
TUR10-0240350,a,Sirke veya limon tadında olan,,0,,1
TUR10-0240360,n,Bu tadı veren şey,,1,Bu yemeğin ekşisi fazla kaçmış.,1
TUR10-0240380,n,"Sert, sulu ve şeker oranı düşük bir tür elma",,1,En sevdiği ve şifalı saydığı meyve de ekşi elma idi.,1
TUR10-0240390,n,"Gülgillerden, dalları kırmızımtırak, çiçekleri beyaz renkte, kiraza benzer ağacın genellikle reçel ve şerbet yapılan, kırmızı renkte ekşimtırak meyvesi",https://tr.wikipedia.org/wiki/Vişne,0,,2
TUR10-0240410,a,İçinde ekşisi bulunan,,0,,1
TUR10-0240420,n,"Nohut, dövme, kırmızı mercimek, patlıcan, sumak ekşisi, sarımsak, yağ ve baharat kullanılarak hazırlanan bir çorba türü",,0,,1
TUR10-0240430,n,Ekşi olma durumu veya ekşi tat,,0,,1
TUR10-0240440,n,Bir önceki ekşi veya mayalı hamurdan alınıp bir süre fermente edildikten sonra yeni yapılmış bir hamuru mayalamak amacıyla kullanılan maya,,0,,1
TUR10-0240450,n,"Tadı ekşi hale gelmek, bozulmak eylemi",,0,,2
TUR10-0240530,a,"Tadı acımtırak, ekşi olan meyve",,1,Gerçi hiç renk vermiyor fakat içinde tiksintiyle karışık ekşimsi bir duygu...,2
TUR10-0240540,a,Tadı ekşiyi andıran,,0,,2
TUR10-0240550,n,Küskünlük veya hoşnutsuzluk anlatan yüz,,0,,2
TUR10-0240600,n,"Ekşi yoncagillerden, çok yıllık otsu bitki",,0,,2
TUR10-0240610,n,İki çeneklilerden yapraklarında kuzukulağı asidi bulunan bir bitki familyası,https://tr.wikipedia.org/wiki/Ekşi_yoncagiller,0,,2
TUR10-0240630,n,Bütçede herhangi bir yatırım için ayrılan paraya yapılan ek,,0,,2
TUR10-0240640,a,Her yiyeceği canı çeken,,0,,1
TUR10-0240670,n,"Anası ve babası olmayan veya atılmış, bırakılmış çocuk",,0,,1
TUR10-0240680,n,Anası ölüp başka bir koyuna alıştırılan veya elle beslenen kuzu,,0,,1
TUR10-0240710,n,Bir eve dadanan asalak kimse,,0,,1
TUR10-0240750,n,Avrupa Birliği'nin ortak para birimi; ekü,https://tr.wikipedia.org/wiki/Euro,0,,3
TUR10-0240760,n,"Fındık, ceviz vb. meyvelerin ölçümünde kullanılan bir birim",,0,,1
TUR10-0240780,n,Yıldızların açılım ve yükselimini ölçmekte kullanılan dürbün,,0,,1
TUR10-0240810,n,"Kolun bilekten parmak uçlarına kadar olan, tutmaya ve iş yapmaya yarayan bölümü",https://tr.wikipedia.org/wiki/El,1,"El var, titrer durur, el var yumuk yumuk / El var pençe olmuş, el var yumruk",1
TUR10-0240840,n,İskambil oyunlarında kâğıt atma sırası,,1,Şimdi el bende,1
TUR10-0240850,n,"Yönetim, baskı, etki",,1,Bu topraklar düşman elinden kurtarıldı.,1
TUR10-0240860,n,Bazı nesne ve araçların tutmaya yarayan bölümü,,1,Kapı eli.,1
TUR10-0240870,n,"İki şey arasında, bağlantı kuran kimse, vasıta",,1,Kardeşimin eliyle akadaşıma mektup yolladım,2
TUR10-0240920,n,Gözde sarıya çalan kestane rengi,,0,,1
TUR10-0240930,a,Ela renginde olan,,1,Ela gözlerini sevdiğim dilber / Seni görmeyeli göresim geldi,1
TUR10-0240940,n,Yabancı kimse,,0,,1
TUR10-0240970,b,"Kolayca alınabilecek yerde, hazırda",,0,,2
TUR10-0240990,i,Bezginlik ve sızlanma anlatan bir söz,,1,"Dostlardan, yemişlerden, Hıristaki Pasajının güllerinden, zambaklarından elaman!",1
TUR10-0241000,b,"Şu anda, içinde bulunduğumuz zamanda",,1,Şimdi geliyor.|Halihazırda ofisteyim ve toplantıya hazırlanıyorum.|Hâlihazırda ofisteyim ve toplantıya hazırlanıyorum.|Şimdi dışarı çıkıp temiz hava alma zamanı.,6
TUR10-0241010,n,"Elle sürülen taş, toprak vb. taşımaya yarayan, tek tekerlekli ve iki kollu, küçük araba",https://tr.wikipedia.org/wiki/El_arabası,0,,1
TUR10-0241030,a,"Bir dış gücün etkisi altında uzama, kısalma, eğrilme vb. biçim değişikliklerine uğradıktan sonra, etkinin kalkmasıyla eski biçimini alabilme özelliğinde olan",,1,Çelik ve kauçuk çok esnek cisimlerdir.,4
TUR10-0241040,n,"Bir dış gücün etkisi altında uzama, kısalma, eğrilme vb. biçim değişikliklerine uğradıktan sonra, etkinin kalkmasıyla eski biçimini alabilme özelliğinde olma durumu",https://tr.wikipedia.org/wiki/Esneklik,1,"Elastik bir materyal, baskıya maruz kaldığında gösterdiği suples sayesinde eski haline dönebiliyor.",4
TUR10-0241050,n,"Elin, bilekle parmaklar arasındaki iç bölümü",,0,,1
TUR10-0241060,n,Önceden haşlanarak hazırlanmış yağsız etin üzerine yoğurt ve çırpılmış yumurta karışımının dökülüp fırında pişirilmesiyle yapılan bir yemek,,0,,1
TUR10-0241100,n,Bir iş yapmak için birleşme; beraberlik; dayanışma,,1,Yeni tiyatro binası projesini el birliğiyle şimdilik bir tarafa bıraktırdık.,2
TUR10-0241120,n,"İçindeki askılara giysi asılan, genellikle tahtadan yapılan ve özel bölmeleri olan mobilya",,1,Bir defasında bunun elbise dolabının karanlık aynasında boğulan gün ışığı olduğunu anlamıştı.,1
TUR10-0241140,a,Giysi yapılmaya elverişli kumaş,,0,,1
TUR10-0241150,a,"Üstünde bulunması gereken giysi, örtü vb. bulunmayan; nü",,1,"Hasta binlerle, bakan yok; diriler çırçıplak / Ölüler kaskatı olmuş, hani kim kaldıracak?|Cıbıl cıbıl ne dolaşıyorsun ortalıkta?|Kız, çıplak tabanlarını bozuk yolda şaplata şaplata köyün içerisine doğru uzaklaştı.|Sivil halde plaja giden insanlar, rahat kıyafetler içinde yürüyordu.",15
TUR10-0241160,n,Elde taşınabilen ve pimi çekilerek ateşlenen küçük tip bomba,https://tr.wikipedia.org/wiki/El_bombası,1,"Çok sayıda tabanca, mavzer mermisi ile bir sandık el bombası, altı Alman mavzeri buldu.",1
TUR10-0241170,n,Bazı yörelerde mevsimlik tarım işçisi toplayıp işçi ile işveren arasında aracılık yapan kimse,,1,"Elci, sen akran, iyi bir oğlan bize avans verecek.",1
TUR10-0241180,n,"Bisiklet ve motosiklette dümenin elle tutulan kısımlarına geçirilen ve yumuşak, sentetik maddeden yapılan kaplama",,0,,1
TUR10-0241190,n,Bir işi çabuklukla yapabilme ustalığı,,1,"Hep aynı numara, sen bize göstereceksen başka el çabukluğu göster.",1
TUR10-0241200,n,Hilesini kimseye sezdirmeden yapabilme,,0,,1
TUR10-0241210,n,Hokkabazın başvurduğu yöntem,,1,"Genel anlamıyla ise her türlü gözbağcılık, el çabukluğu gösterileridir.",1
TUR10-0241220,n,"İçine özel eşya konulan, günlük işlerde veya kısa gezilerde kullanılan çanta",https://tr.wikipedia.org/wiki/El_çantası,1,Ben üstümdeki elbise ile ve el çantamdaki iki çorapla kaldım.,1
TUR10-0241230,n,"Gelinin elinin içine kına yakılmasından sonra giydiği, kumaştan yapılmış bir tür eldiven",,0,,1
TUR10-0241240,a,Elçeği olan,,1,Ellerin elçekli gelin / Kolların kolçaklı gelin,1
TUR10-0241260,n,Bir uzlaşma sağlamak veya iş bitirmek için birinin yanına gönderilen kimse,,0,,1
TUR10-0241290,n,Bir devleti başka bir devlet katında temsil eden kimsenin görevi veya makamı; sefaret,,1,"Osmanlı sefaret teşkilatı, diplomasi tarihinde önemli bir yere sahiptir.",2
TUR10-0241310,n,Elçiliğin belli bir kolunda görevli uzman,https://tr.wikipedia.org/wiki/Ataşe,1,Elçilik ticaret uzmanı.,2
TUR10-0241320,n,Bir defada ele alınabilecek kadar az olan nesne,,0,,1
TUR10-0241330,n,Tutam; bir demet; bir parça,,0,,1
TUR10-0241340,n,Çarpma ve toplama işlemlerinde bir sonraki sıranın rakamlarına katılacak olan sayı,,0,,1
TUR10-0241350,n,Kesinlikle gerçekleşecek şey,,0,,1
TUR10-0241360,n,"Sahibi kendisi olsun olmasın bir malı kullanmakta olan, elinde tutan kimse",,0,,2
TUR10-0241370,n,"El gücüyle çalıştırılan ve kahve, baharat ve benzerini öğütmeye yarayan bir tür küçük değirmen",,0,,1
TUR10-0241390,a,Saflığı bozulmamış,,0,,1
TUR10-0241400,n,Toplama veya çarpmalarda bir sonraki basamağa aktarılan sayı,,0,,1
TUR10-0241410,b,Aracısız olarak,,1,"Atanma yazımı elden aldım, gidiyorum.",1
TUR10-0241420,b,Birinin aracılığıyla,,1,Parayı elden yolladı,1
TUR10-0241430,a,Az kullanılmış ve sahibinin elinden ucuza alınmış eşya,,0,,1
TUR10-0241440,b,Bir kişiden ötekine,,1,"Bebek, yaşlı ve büyüklerin odalarında gönül şenliği olarak elden ele taşınmaya başlandı.",1
TUR10-0241450,n,Toplama veya çarpmalarda toplam ve çarpımın dokuzdan büyük olmaması,,0,,1
TUR10-0241460,n,"Dış etkilerden korumak için ele giyilen kumaş, deri veya kauçuktan yapılan el giysisi",https://tr.wikipedia.org/wiki/Eldiven,0,,2
TUR10-0241470,a,Eldiveni olan,,0,,1
TUR10-0241480,a,Eldiveni olmayan,,0,,1
TUR10-0241490,n,Yıkanırken elde tutup su püskürtmeye yarayan araç,,0,,1
TUR10-0241500,n,Oyunda arkadaşlarına baş olan çocuk,,0,,1
TUR10-0241520,n,"Kötü, olumsuz iş veya hareketlerde önder olma durumu",,1,Kendi kişiliğimin bugün henüz böyle bir elebaşılığa yatkın olmadığını görebilecek kadar da gerçekçiyim.,2
TUR10-0241540,n,"İçli, acıklı yakarışları, yakınmaları ve melankolik duyguları anlatan şiir",https://tr.wikipedia.org/wiki/Eleji,1,Salih Zeki Aktay 'Elejiler' başlıklı şiirler yazdı.,1
TUR10-0241550,n,"Taneli veya un gibi toz durumunda olan şeyleri yabancı maddelerden ayıklamak veya incesini kabasından ayırmak için kullanılan, tahta bir kasnak ve tek tarafa gerilmiş, gözenekli tel, kıl, bez ve benzerinden oluşan araç",,1,"Evden bir elek getirilecek, eleğin kenarına bir sopa konup kaldırılacak.",1
